"","Position","Gene"
"12563",12563,"MT-ND5"
"12564",12564,"MT-ND5"
"12565",12565,"MT-ND5"
"12566",12566,"MT-ND5"
"12567",12567,"MT-ND5"
"12568",12568,"MT-ND5"
"12569",12569,"MT-ND5"
"12570",12570,"MT-ND5"
"12571",12571,"MT-ND5"
"12572",12572,"MT-ND5"
"12573",12573,"MT-ND5"
"12574",12574,"MT-ND5"
"12575",12575,"MT-ND5"
"12576",12576,"MT-ND5"
"12577",12577,"MT-ND5"
"12578",12578,"MT-ND5"
"12579",12579,"MT-ND5"
"12580",12580,"MT-ND5"
"12581",12581,"MT-ND5"
"12582",12582,"MT-ND5"
"12583",12583,"MT-ND5"
"12584",12584,"MT-ND5"
"12585",12585,"MT-ND5"
"12586",12586,"MT-ND5"
"12587",12587,"MT-ND5"
"12588",12588,"MT-ND5"
"12589",12589,"MT-ND5"
"12590",12590,"MT-ND5"
"12591",12591,"MT-ND5"
"12592",12592,"MT-ND5"
"12593",12593,"MT-ND5"
"12594",12594,"MT-ND5"
"12595",12595,"MT-ND5"
"12596",12596,"MT-ND5"
"12597",12597,"MT-ND5"
"12598",12598,"MT-ND5"
"12599",12599,"MT-ND5"
"12600",12600,"MT-ND5"
"12601",12601,"MT-ND5"
"12602",12602,"MT-ND5"
"12603",12603,"MT-ND5"
"12604",12604,"MT-ND5"
"12605",12605,"MT-ND5"
"12606",12606,"MT-ND5"
"12607",12607,"MT-ND5"
"12608",12608,"MT-ND5"
"12609",12609,"MT-ND5"
"12610",12610,"MT-ND5"
"12611",12611,"MT-ND5"
"12612",12612,"MT-ND5"
"12613",12613,"MT-ND5"
"12614",12614,"MT-ND5"
"12615",12615,"MT-ND5"
"12616",12616,"MT-ND5"
"12617",12617,"MT-ND5"
"12618",12618,"MT-ND5"
"12619",12619,"MT-ND5"
"12620",12620,"MT-ND5"
"12621",12621,"MT-ND5"
"12622",12622,"MT-ND5"
"12623",12623,"MT-ND5"
"12624",12624,"MT-ND5"
"12625",12625,"MT-ND5"
"12626",12626,"MT-ND5"
"12627",12627,"MT-ND5"
"12628",12628,"MT-ND5"
"12629",12629,"MT-ND5"
"12630",12630,"MT-ND5"
"12631",12631,"MT-ND5"
"12632",12632,"MT-ND5"
"12633",12633,"MT-ND5"
"12634",12634,"MT-ND5"
"12635",12635,"MT-ND5"
"12636",12636,"MT-ND5"
"12637",12637,"MT-ND5"
"12638",12638,"MT-ND5"
"12639",12639,"MT-ND5"
"12640",12640,"MT-ND5"
"12641",12641,"MT-ND5"
"12642",12642,"MT-ND5"
"12643",12643,"MT-ND5"
"12644",12644,"MT-ND5"
"12645",12645,"MT-ND5"
"12646",12646,"MT-ND5"
"12647",12647,"MT-ND5"
"12648",12648,"MT-ND5"
"12649",12649,"MT-ND5"
"12650",12650,"MT-ND5"
"12651",12651,"MT-ND5"
"12652",12652,"MT-ND5"
"12653",12653,"MT-ND5"
"12654",12654,"MT-ND5"
"12655",12655,"MT-ND5"
"12656",12656,"MT-ND5"
"12657",12657,"MT-ND5"
"12658",12658,"MT-ND5"
"12659",12659,"MT-ND5"
"12660",12660,"MT-ND5"
"12661",12661,"MT-ND5"
"12662",12662,"MT-ND5"
"12663",12663,"MT-ND5"
"12664",12664,"MT-ND5"
"12665",12665,"MT-ND5"
"12666",12666,"MT-ND5"
"12667",12667,"MT-ND5"
"12668",12668,"MT-ND5"
"12669",12669,"MT-ND5"
"12670",12670,"MT-ND5"
"12671",12671,"MT-ND5"
"12672",12672,"MT-ND5"
"12673",12673,"MT-ND5"
"12674",12674,"MT-ND5"
"12675",12675,"MT-ND5"
"12676",12676,"MT-ND5"
"12677",12677,"MT-ND5"
"12678",12678,"MT-ND5"
"12679",12679,"MT-ND5"
"12680",12680,"MT-ND5"
"12681",12681,"MT-ND5"
"12682",12682,"MT-ND5"
"12683",12683,"MT-ND5"
"12684",12684,"MT-ND5"
"12685",12685,"MT-ND5"
"12686",12686,"MT-ND5"
"12687",12687,"MT-ND5"
"12688",12688,"MT-ND5"
"12689",12689,"MT-ND5"
"12690",12690,"MT-ND5"
"12691",12691,"MT-ND5"
"12692",12692,"MT-ND5"
"12693",12693,"MT-ND5"
"12694",12694,"MT-ND5"
"12695",12695,"MT-ND5"
"12696",12696,"MT-ND5"
"12697",12697,"MT-ND5"
"12698",12698,"MT-ND5"
"12699",12699,"MT-ND5"
"12700",12700,"MT-ND5"
"12701",12701,"MT-ND5"
"12702",12702,"MT-ND5"
"12703",12703,"MT-ND5"
"12704",12704,"MT-ND5"
"12705",12705,"MT-ND5"
"12706",12706,"MT-ND5"
"12707",12707,"MT-ND5"
"12708",12708,"MT-ND5"
"12709",12709,"MT-ND5"
"12710",12710,"MT-ND5"
"12711",12711,"MT-ND5"
"12712",12712,"MT-ND5"
"12713",12713,"MT-ND5"
"12714",12714,"MT-ND5"
"12715",12715,"MT-ND5"
"12716",12716,"MT-ND5"
"12717",12717,"MT-ND5"
"12718",12718,"MT-ND5"
"12719",12719,"MT-ND5"
"12720",12720,"MT-ND5"
"12721",12721,"MT-ND5"
"12722",12722,"MT-ND5"
"12723",12723,"MT-ND5"
"12724",12724,"MT-ND5"
"12725",12725,"MT-ND5"
"12726",12726,"MT-ND5"
"12727",12727,"MT-ND5"
"12728",12728,"MT-ND5"
"12729",12729,"MT-ND5"
"12730",12730,"MT-ND5"
"12731",12731,"MT-ND5"
"12732",12732,"MT-ND5"
"12733",12733,"MT-ND5"
"12734",12734,"MT-ND5"
"12735",12735,"MT-ND5"
"12736",12736,"MT-ND5"
"12737",12737,"MT-ND5"
"12738",12738,"MT-ND5"
"12739",12739,"MT-ND5"
"12740",12740,"MT-ND5"
"12741",12741,"MT-ND5"
"12742",12742,"MT-ND5"
"12743",12743,"MT-ND5"
"12744",12744,"MT-ND5"
"12745",12745,"MT-ND5"
"12746",12746,"MT-ND5"
"12747",12747,"MT-ND5"
"12748",12748,"MT-ND5"
"12749",12749,"MT-ND5"
"12750",12750,"MT-ND5"
"12751",12751,"MT-ND5"
"12752",12752,"MT-ND5"
"12753",12753,"MT-ND5"
"12754",12754,"MT-ND5"
"12755",12755,"MT-ND5"
"12756",12756,"MT-ND5"
"12757",12757,"MT-ND5"
"12758",12758,"MT-ND5"
"12759",12759,"MT-ND5"
"12760",12760,"MT-ND5"
"12761",12761,"MT-ND5"
"12762",12762,"MT-ND5"
"12763",12763,"MT-ND5"
"12764",12764,"MT-ND5"
"12765",12765,"MT-ND5"
"12766",12766,"MT-ND5"
"12767",12767,"MT-ND5"
"12768",12768,"MT-ND5"
"12769",12769,"MT-ND5"
"12770",12770,"MT-ND5"
"12771",12771,"MT-ND5"
"12772",12772,"MT-ND5"
"12773",12773,"MT-ND5"
"12774",12774,"MT-ND5"
"12775",12775,"MT-ND5"
"12776",12776,"MT-ND5"
"12777",12777,"MT-ND5"
"12778",12778,"MT-ND5"
"12779",12779,"MT-ND5"
"12780",12780,"MT-ND5"
"12781",12781,"MT-ND5"
"12782",12782,"MT-ND5"
"12783",12783,"MT-ND5"
"12784",12784,"MT-ND5"
"12785",12785,"MT-ND5"
"12786",12786,"MT-ND5"
"12787",12787,"MT-ND5"
"12788",12788,"MT-ND5"
"12789",12789,"MT-ND5"
"12790",12790,"MT-ND5"
"12791",12791,"MT-ND5"
"12792",12792,"MT-ND5"
"12793",12793,"MT-ND5"
"12794",12794,"MT-ND5"
"12795",12795,"MT-ND5"
"12796",12796,"MT-ND5"
"12797",12797,"MT-ND5"
"12798",12798,"MT-ND5"
"12799",12799,"MT-ND5"
"12800",12800,"MT-ND5"
"12801",12801,"MT-ND5"
"12802",12802,"MT-ND5"
"12803",12803,"MT-ND5"
"12804",12804,"MT-ND5"
"12805",12805,"MT-ND5"
"12806",12806,"MT-ND5"
"12807",12807,"MT-ND5"
"12808",12808,"MT-ND5"
"12809",12809,"MT-ND5"
"12810",12810,"MT-ND5"
"12811",12811,"MT-ND5"
"12812",12812,"MT-ND5"
"12813",12813,"MT-ND5"
"12814",12814,"MT-ND5"
"12815",12815,"MT-ND5"
"12816",12816,"MT-ND5"
"12817",12817,"MT-ND5"
"12818",12818,"MT-ND5"
"12819",12819,"MT-ND5"
"12820",12820,"MT-ND5"
"12821",12821,"MT-ND5"
"12822",12822,"MT-ND5"
"12823",12823,"MT-ND5"
"12824",12824,"MT-ND5"
"12825",12825,"MT-ND5"
"12826",12826,"MT-ND5"
"12827",12827,"MT-ND5"
"12828",12828,"MT-ND5"
"12829",12829,"MT-ND5"
"12830",12830,"MT-ND5"
"12831",12831,"MT-ND5"
"12832",12832,"MT-ND5"
"12833",12833,"MT-ND5"
"12834",12834,"MT-ND5"
"12835",12835,"MT-ND5"
"12836",12836,"MT-ND5"
"12837",12837,"MT-ND5"
"12838",12838,"MT-ND5"
"12839",12839,"MT-ND5"
"12840",12840,"MT-ND5"
"12841",12841,"MT-ND5"
"12842",12842,"MT-ND5"
"12843",12843,"MT-ND5"
"12844",12844,"MT-ND5"
"12845",12845,"MT-ND5"
"12846",12846,"MT-ND5"
"12847",12847,"MT-ND5"
"12848",12848,"MT-ND5"
"12849",12849,"MT-ND5"
"12850",12850,"MT-ND5"
"12851",12851,"MT-ND5"
"12852",12852,"MT-ND5"
"12853",12853,"MT-ND5"
"12854",12854,"MT-ND5"
"12855",12855,"MT-ND5"
"12856",12856,"MT-ND5"
"12857",12857,"MT-ND5"
"12858",12858,"MT-ND5"
"12859",12859,"MT-ND5"
"12860",12860,"MT-ND5"
"12861",12861,"MT-ND5"
"12862",12862,"MT-ND5"
"12863",12863,"MT-ND5"
"12864",12864,"MT-ND5"
"12865",12865,"MT-ND5"
"12866",12866,"MT-ND5"
"12867",12867,"MT-ND5"
"12868",12868,"MT-ND5"
"12869",12869,"MT-ND5"
"12870",12870,"MT-ND5"
"12871",12871,"MT-ND5"
"12872",12872,"MT-ND5"
"12873",12873,"MT-ND5"
"12874",12874,"MT-ND5"
"12875",12875,"MT-ND5"
"12876",12876,"MT-ND5"
"12877",12877,"MT-ND5"
"12878",12878,"MT-ND5"
"12879",12879,"MT-ND5"
"12880",12880,"MT-ND5"
"12881",12881,"MT-ND5"
"12882",12882,"MT-ND5"
"12883",12883,"MT-ND5"
"12884",12884,"MT-ND5"
"12885",12885,"MT-ND5"
"12886",12886,"MT-ND5"
"12887",12887,"MT-ND5"
"12888",12888,"MT-ND5"
"12889",12889,"MT-ND5"
"12890",12890,"MT-ND5"
"12891",12891,"MT-ND5"
"12892",12892,"MT-ND5"
"12893",12893,"MT-ND5"
"12894",12894,"MT-ND5"
"12895",12895,"MT-ND5"
"12896",12896,"MT-ND5"
"12897",12897,"MT-ND5"
"12898",12898,"MT-ND5"
"12899",12899,"MT-ND5"
"12900",12900,"MT-ND5"
"12901",12901,"MT-ND5"
"12902",12902,"MT-ND5"
"12903",12903,"MT-ND5"
"12904",12904,"MT-ND5"
"12905",12905,"MT-ND5"
"12906",12906,"MT-ND5"
"12907",12907,"MT-ND5"
"12908",12908,"MT-ND5"
"12909",12909,"MT-ND5"
"12910",12910,"MT-ND5"
"12911",12911,"MT-ND5"
"12912",12912,"MT-ND5"
"12913",12913,"MT-ND5"
"12914",12914,"MT-ND5"
"12915",12915,"MT-ND5"
"12916",12916,"MT-ND5"
"12917",12917,"MT-ND5"
"12918",12918,"MT-ND5"
"12919",12919,"MT-ND5"
"12920",12920,"MT-ND5"
"12921",12921,"MT-ND5"
"12922",12922,"MT-ND5"
"12923",12923,"MT-ND5"
"12924",12924,"MT-ND5"
"12925",12925,"MT-ND5"
"12926",12926,"MT-ND5"
"12927",12927,"MT-ND5"
"12928",12928,"MT-ND5"
"12929",12929,"MT-ND5"
"12930",12930,"MT-ND5"
"12931",12931,"MT-ND5"
"12932",12932,"MT-ND5"
"12933",12933,"MT-ND5"
"12934",12934,"MT-ND5"
"12935",12935,"MT-ND5"
"12936",12936,"MT-ND5"
"12937",12937,"MT-ND5"
"12938",12938,"MT-ND5"
"12939",12939,"MT-ND5"
"12940",12940,"MT-ND5"
"12941",12941,"MT-ND5"
"12942",12942,"MT-ND5"
"12943",12943,"MT-ND5"
"12944",12944,"MT-ND5"
"12945",12945,"MT-ND5"
"12946",12946,"MT-ND5"
"12947",12947,"MT-ND5"
"12948",12948,"MT-ND5"
"12949",12949,"MT-ND5"
"12950",12950,"MT-ND5"
"12951",12951,"MT-ND5"
"12952",12952,"MT-ND5"
"12953",12953,"MT-ND5"
"12954",12954,"MT-ND5"
"12955",12955,"MT-ND5"
"12956",12956,"MT-ND5"
"12957",12957,"MT-ND5"
"12958",12958,"MT-ND5"
"12959",12959,"MT-ND5"
"12960",12960,"MT-ND5"
"12961",12961,"MT-ND5"
"12962",12962,"MT-ND5"
"12963",12963,"MT-ND5"
"12964",12964,"MT-ND5"
"12965",12965,"MT-ND5"
"12966",12966,"MT-ND5"
"12967",12967,"MT-ND5"
"12968",12968,"MT-ND5"
"12969",12969,"MT-ND5"
"12970",12970,"MT-ND5"
"12971",12971,"MT-ND5"
"12972",12972,"MT-ND5"
"12973",12973,"MT-ND5"
"12974",12974,"MT-ND5"
"12975",12975,"MT-ND5"
"12976",12976,"MT-ND5"
"12977",12977,"MT-ND5"
"12978",12978,"MT-ND5"
"12979",12979,"MT-ND5"
"12980",12980,"MT-ND5"
"12981",12981,"MT-ND5"
"12982",12982,"MT-ND5"
"12983",12983,"MT-ND5"
"12984",12984,"MT-ND5"
"12985",12985,"MT-ND5"
"12986",12986,"MT-ND5"
"12987",12987,"MT-ND5"
"12988",12988,"MT-ND5"
"12989",12989,"MT-ND5"
"12990",12990,"MT-ND5"
"12991",12991,"MT-ND5"
"12992",12992,"MT-ND5"
"12993",12993,"MT-ND5"
"12994",12994,"MT-ND5"
"12995",12995,"MT-ND5"
"12996",12996,"MT-ND5"
"12997",12997,"MT-ND5"
"12998",12998,"MT-ND5"
"12999",12999,"MT-ND5"
"13000",13000,"MT-ND5"
"13001",13001,"MT-ND5"
"13002",13002,"MT-ND5"
"13003",13003,"MT-ND5"
"13004",13004,"MT-ND5"
"13005",13005,"MT-ND5"
"13006",13006,"MT-ND5"
"13007",13007,"MT-ND5"
"13008",13008,"MT-ND5"
"13009",13009,"MT-ND5"
"13010",13010,"MT-ND5"
"13011",13011,"MT-ND5"
"13012",13012,"MT-ND5"
"13013",13013,"MT-ND5"
"13014",13014,"MT-ND5"
"13015",13015,"MT-ND5"
"13016",13016,"MT-ND5"
"13017",13017,"MT-ND5"
"13018",13018,"MT-ND5"
"13019",13019,"MT-ND5"
"13020",13020,"MT-ND5"
"13021",13021,"MT-ND5"
"13022",13022,"MT-ND5"
"13023",13023,"MT-ND5"
"13024",13024,"MT-ND5"
"13025",13025,"MT-ND5"
"13026",13026,"MT-ND5"
"13027",13027,"MT-ND5"
"13028",13028,"MT-ND5"
"13029",13029,"MT-ND5"
"13030",13030,"MT-ND5"
"13031",13031,"MT-ND5"
"13032",13032,"MT-ND5"
"13033",13033,"MT-ND5"
"13034",13034,"MT-ND5"
"13035",13035,"MT-ND5"
"13036",13036,"MT-ND5"
"13037",13037,"MT-ND5"
"13038",13038,"MT-ND5"
"13039",13039,"MT-ND5"
"13040",13040,"MT-ND5"
"13041",13041,"MT-ND5"
"13042",13042,"MT-ND5"
"13043",13043,"MT-ND5"
"13044",13044,"MT-ND5"
"13045",13045,"MT-ND5"
"13046",13046,"MT-ND5"
"13047",13047,"MT-ND5"
"13048",13048,"MT-ND5"
"13049",13049,"MT-ND5"
"13050",13050,"MT-ND5"
"13051",13051,"MT-ND5"
"13052",13052,"MT-ND5"
"13053",13053,"MT-ND5"
"13054",13054,"MT-ND5"
"13055",13055,"MT-ND5"
"13056",13056,"MT-ND5"
"13057",13057,"MT-ND5"
"13058",13058,"MT-ND5"
"13059",13059,"MT-ND5"
"13060",13060,"MT-ND5"
"13061",13061,"MT-ND5"
"13062",13062,"MT-ND5"
"13063",13063,"MT-ND5"
"13064",13064,"MT-ND5"
"13065",13065,"MT-ND5"
"13066",13066,"MT-ND5"
"13067",13067,"MT-ND5"
"13068",13068,"MT-ND5"
"13069",13069,"MT-ND5"
"13070",13070,"MT-ND5"
"13071",13071,"MT-ND5"
"13072",13072,"MT-ND5"
"13073",13073,"MT-ND5"
"13074",13074,"MT-ND5"
"13075",13075,"MT-ND5"
"13076",13076,"MT-ND5"
"13077",13077,"MT-ND5"
"13078",13078,"MT-ND5"
"13079",13079,"MT-ND5"
"13080",13080,"MT-ND5"
"13081",13081,"MT-ND5"
"13082",13082,"MT-ND5"
"13083",13083,"MT-ND5"
"13084",13084,"MT-ND5"
"13085",13085,"MT-ND5"
"13086",13086,"MT-ND5"
"13087",13087,"MT-ND5"
"13088",13088,"MT-ND5"
"13089",13089,"MT-ND5"
"13090",13090,"MT-ND5"
"13091",13091,"MT-ND5"
"13092",13092,"MT-ND5"
"13093",13093,"MT-ND5"
"13094",13094,"MT-ND5"
"13095",13095,"MT-ND5"
"13096",13096,"MT-ND5"
"13097",13097,"MT-ND5"
"13098",13098,"MT-ND5"
"13099",13099,"MT-ND5"
"13100",13100,"MT-ND5"
"13101",13101,"MT-ND5"
"13102",13102,"MT-ND5"
"13103",13103,"MT-ND5"
"13104",13104,"MT-ND5"
"13105",13105,"MT-ND5"
"13106",13106,"MT-ND5"
"13107",13107,"MT-ND5"
"13108",13108,"MT-ND5"
"13109",13109,"MT-ND5"
"13110",13110,"MT-ND5"
"13111",13111,"MT-ND5"
"13112",13112,"MT-ND5"
"13113",13113,"MT-ND5"
"13114",13114,"MT-ND5"
"13115",13115,"MT-ND5"
"13116",13116,"MT-ND5"
"13117",13117,"MT-ND5"
"13118",13118,"MT-ND5"
"13119",13119,"MT-ND5"
"13120",13120,"MT-ND5"
"13121",13121,"MT-ND5"
"13122",13122,"MT-ND5"
"13123",13123,"MT-ND5"
"13124",13124,"MT-ND5"
"13125",13125,"MT-ND5"
"13126",13126,"MT-ND5"
"13127",13127,"MT-ND5"
"13128",13128,"MT-ND5"
"13129",13129,"MT-ND5"
"13130",13130,"MT-ND5"
"13131",13131,"MT-ND5"
"13132",13132,"MT-ND5"
"13133",13133,"MT-ND5"
"13134",13134,"MT-ND5"
"13135",13135,"MT-ND5"
"13136",13136,"MT-ND5"
"13137",13137,"MT-ND5"
"13138",13138,"MT-ND5"
"13139",13139,"MT-ND5"
"13140",13140,"MT-ND5"
"13141",13141,"MT-ND5"
"13142",13142,"MT-ND5"
"13143",13143,"MT-ND5"
"13144",13144,"MT-ND5"
"13145",13145,"MT-ND5"
"13146",13146,"MT-ND5"
"13147",13147,"MT-ND5"
"13148",13148,"MT-ND5"
"13149",13149,"MT-ND5"
"13150",13150,"MT-ND5"
"13151",13151,"MT-ND5"
"13152",13152,"MT-ND5"
"13153",13153,"MT-ND5"
"13154",13154,"MT-ND5"
"13155",13155,"MT-ND5"
"13156",13156,"MT-ND5"
"13157",13157,"MT-ND5"
"13158",13158,"MT-ND5"
"13159",13159,"MT-ND5"
"13160",13160,"MT-ND5"
"13161",13161,"MT-ND5"
"13162",13162,"MT-ND5"
"13163",13163,"MT-ND5"
"13164",13164,"MT-ND5"
"13165",13165,"MT-ND5"
"13166",13166,"MT-ND5"
"13167",13167,"MT-ND5"
"13168",13168,"MT-ND5"
"13169",13169,"MT-ND5"
"13170",13170,"MT-ND5"
"13171",13171,"MT-ND5"
"13172",13172,"MT-ND5"
"13173",13173,"MT-ND5"
"13174",13174,"MT-ND5"
"13175",13175,"MT-ND5"
"13176",13176,"MT-ND5"
"13177",13177,"MT-ND5"
"13178",13178,"MT-ND5"
"13179",13179,"MT-ND5"
"13180",13180,"MT-ND5"
"13181",13181,"MT-ND5"
"13182",13182,"MT-ND5"
"13183",13183,"MT-ND5"
"13184",13184,"MT-ND5"
"13185",13185,"MT-ND5"
"13186",13186,"MT-ND5"
"13187",13187,"MT-ND5"
"13188",13188,"MT-ND5"
"13189",13189,"MT-ND5"
"13190",13190,"MT-ND5"
"13191",13191,"MT-ND5"
"13192",13192,"MT-ND5"
"13193",13193,"MT-ND5"
"13194",13194,"MT-ND5"
"13195",13195,"MT-ND5"
"13196",13196,"MT-ND5"
"13197",13197,"MT-ND5"
"13198",13198,"MT-ND5"
"13199",13199,"MT-ND5"
"13200",13200,"MT-ND5"
"13201",13201,"MT-ND5"
"13202",13202,"MT-ND5"
"13203",13203,"MT-ND5"
"13204",13204,"MT-ND5"
"13205",13205,"MT-ND5"
"13206",13206,"MT-ND5"
"13207",13207,"MT-ND5"
"13208",13208,"MT-ND5"
"13209",13209,"MT-ND5"
"13210",13210,"MT-ND5"
"13211",13211,"MT-ND5"
"13212",13212,"MT-ND5"
"13213",13213,"MT-ND5"
"13214",13214,"MT-ND5"
"13215",13215,"MT-ND5"
"13216",13216,"MT-ND5"
"13217",13217,"MT-ND5"
"13218",13218,"MT-ND5"
"13219",13219,"MT-ND5"
"13220",13220,"MT-ND5"
"13221",13221,"MT-ND5"
"13222",13222,"MT-ND5"
"13223",13223,"MT-ND5"
"13224",13224,"MT-ND5"
"13225",13225,"MT-ND5"
"13226",13226,"MT-ND5"
"13227",13227,"MT-ND5"
"13228",13228,"MT-ND5"
"13229",13229,"MT-ND5"
"13230",13230,"MT-ND5"
"13231",13231,"MT-ND5"
"13232",13232,"MT-ND5"
"13233",13233,"MT-ND5"
"13234",13234,"MT-ND5"
"13235",13235,"MT-ND5"
"13236",13236,"MT-ND5"
"13237",13237,"MT-ND5"
"13238",13238,"MT-ND5"
"13239",13239,"MT-ND5"
"13240",13240,"MT-ND5"
"13241",13241,"MT-ND5"
"13242",13242,"MT-ND5"
"13243",13243,"MT-ND5"
"13244",13244,"MT-ND5"
"13245",13245,"MT-ND5"
"13246",13246,"MT-ND5"
"13247",13247,"MT-ND5"
"13248",13248,"MT-ND5"
"13249",13249,"MT-ND5"
"13250",13250,"MT-ND5"
"13251",13251,"MT-ND5"
"13252",13252,"MT-ND5"
"13253",13253,"MT-ND5"
"13254",13254,"MT-ND5"
"13255",13255,"MT-ND5"
"13256",13256,"MT-ND5"
"13257",13257,"MT-ND5"
"13258",13258,"MT-ND5"
"13259",13259,"MT-ND5"
"13260",13260,"MT-ND5"
"13261",13261,"MT-ND5"
"13262",13262,"MT-ND5"
"13263",13263,"MT-ND5"
"13264",13264,"MT-ND5"
"13265",13265,"MT-ND5"
"13266",13266,"MT-ND5"
"13267",13267,"MT-ND5"
"13268",13268,"MT-ND5"
"13269",13269,"MT-ND5"
"13270",13270,"MT-ND5"
"13271",13271,"MT-ND5"
"13272",13272,"MT-ND5"
"13273",13273,"MT-ND5"
"13274",13274,"MT-ND5"
"13275",13275,"MT-ND5"
"13276",13276,"MT-ND5"
"13277",13277,"MT-ND5"
"13278",13278,"MT-ND5"
"13279",13279,"MT-ND5"
"13280",13280,"MT-ND5"
"13281",13281,"MT-ND5"
"13282",13282,"MT-ND5"
"13283",13283,"MT-ND5"
"13284",13284,"MT-ND5"
"13285",13285,"MT-ND5"
"13286",13286,"MT-ND5"
"13287",13287,"MT-ND5"
"13288",13288,"MT-ND5"
"13289",13289,"MT-ND5"
"13290",13290,"MT-ND5"
"13291",13291,"MT-ND5"
"13292",13292,"MT-ND5"
"13293",13293,"MT-ND5"
"13294",13294,"MT-ND5"
"13295",13295,"MT-ND5"
"13296",13296,"MT-ND5"
"13297",13297,"MT-ND5"
"13298",13298,"MT-ND5"
"13299",13299,"MT-ND5"
"13300",13300,"MT-ND5"
"13301",13301,"MT-ND5"
"13302",13302,"MT-ND5"
"13303",13303,"MT-ND5"
"13304",13304,"MT-ND5"
"13305",13305,"MT-ND5"
"13306",13306,"MT-ND5"
"13307",13307,"MT-ND5"
"13308",13308,"MT-ND5"
"13309",13309,"MT-ND5"
"13310",13310,"MT-ND5"
"13311",13311,"MT-ND5"
"13312",13312,"MT-ND5"
"13313",13313,"MT-ND5"
"13314",13314,"MT-ND5"
"13315",13315,"MT-ND5"
"13316",13316,"MT-ND5"
"13317",13317,"MT-ND5"
"13318",13318,"MT-ND5"
"13319",13319,"MT-ND5"
"13320",13320,"MT-ND5"
"13321",13321,"MT-ND5"
"13322",13322,"MT-ND5"
"13323",13323,"MT-ND5"
"13324",13324,"MT-ND5"
"13325",13325,"MT-ND5"
"13326",13326,"MT-ND5"
"13327",13327,"MT-ND5"
"13328",13328,"MT-ND5"
"13329",13329,"MT-ND5"
"13330",13330,"MT-ND5"
"13331",13331,"MT-ND5"
"13332",13332,"MT-ND5"
"13333",13333,"MT-ND5"
"13334",13334,"MT-ND5"
"13335",13335,"MT-ND5"
"13336",13336,"MT-ND5"
"13337",13337,"MT-ND5"
"13338",13338,"MT-ND5"
"13339",13339,"MT-ND5"
"13340",13340,"MT-ND5"
"13341",13341,"MT-ND5"
"13342",13342,"MT-ND5"
"13343",13343,"MT-ND5"
"13344",13344,"MT-ND5"
"13345",13345,"MT-ND5"
"13346",13346,"MT-ND5"
"13347",13347,"MT-ND5"
"13348",13348,"MT-ND5"
"13349",13349,"MT-ND5"
"13350",13350,"MT-ND5"
"13351",13351,"MT-ND5"
"13352",13352,"MT-ND5"
"13353",13353,"MT-ND5"
"13354",13354,"MT-ND5"
"13355",13355,"MT-ND5"
"13356",13356,"MT-ND5"
"13357",13357,"MT-ND5"
"13358",13358,"MT-ND5"
"13359",13359,"MT-ND5"
"13360",13360,"MT-ND5"
"13361",13361,"MT-ND5"
"13362",13362,"MT-ND5"
"13363",13363,"MT-ND5"
"13364",13364,"MT-ND5"
"13365",13365,"MT-ND5"
"13366",13366,"MT-ND5"
"13367",13367,"MT-ND5"
"13368",13368,"MT-ND5"
"13369",13369,"MT-ND5"
"13370",13370,"MT-ND5"
"13371",13371,"MT-ND5"
"13372",13372,"MT-ND5"
"13373",13373,"MT-ND5"
"13374",13374,"MT-ND5"
"13375",13375,"MT-ND5"
"13376",13376,"MT-ND5"
"13377",13377,"MT-ND5"
"13378",13378,"MT-ND5"
"13379",13379,"MT-ND5"
"13380",13380,"MT-ND5"
"13381",13381,"MT-ND5"
"13382",13382,"MT-ND5"
"13383",13383,"MT-ND5"
"13384",13384,"MT-ND5"
"13385",13385,"MT-ND5"
"13386",13386,"MT-ND5"
"13387",13387,"MT-ND5"
"13388",13388,"MT-ND5"
"13389",13389,"MT-ND5"
"13390",13390,"MT-ND5"
"13391",13391,"MT-ND5"
"13392",13392,"MT-ND5"
"13393",13393,"MT-ND5"
"13394",13394,"MT-ND5"
"13395",13395,"MT-ND5"
"13396",13396,"MT-ND5"
"13397",13397,"MT-ND5"
"13398",13398,"MT-ND5"
"13399",13399,"MT-ND5"
"13400",13400,"MT-ND5"
"13401",13401,"MT-ND5"
"13402",13402,"MT-ND5"
"13403",13403,"MT-ND5"
"13404",13404,"MT-ND5"
"13405",13405,"MT-ND5"
"13406",13406,"MT-ND5"
"13407",13407,"MT-ND5"
"13408",13408,"MT-ND5"
"13409",13409,"MT-ND5"
"13410",13410,"MT-ND5"
"13411",13411,"MT-ND5"
"13412",13412,"MT-ND5"
"13413",13413,"MT-ND5"
"13414",13414,"MT-ND5"
"13415",13415,"MT-ND5"
"13416",13416,"MT-ND5"
"13417",13417,"MT-ND5"
"13418",13418,"MT-ND5"
"13419",13419,"MT-ND5"
"13420",13420,"MT-ND5"
"13421",13421,"MT-ND5"
"13422",13422,"MT-ND5"
"13423",13423,"MT-ND5"
"13424",13424,"MT-ND5"
"13425",13425,"MT-ND5"
"13426",13426,"MT-ND5"
"13427",13427,"MT-ND5"
"13428",13428,"MT-ND5"
"13429",13429,"MT-ND5"
"13430",13430,"MT-ND5"
"13431",13431,"MT-ND5"
"13432",13432,"MT-ND5"
"13433",13433,"MT-ND5"
"13434",13434,"MT-ND5"
"13435",13435,"MT-ND5"
"13436",13436,"MT-ND5"
